アイシテマース,アイシテマース,1,Tim Tam,Tom Fool,Menow,Pharamond,Phalaris,Selene,Alcibiades,Supremus,Regal Roman,Gaga,Bull Dog,Teddy,Plucky Liege,Alpoise,Equipoise,Laughing Queen,Two Lea,Bull Lea,Bull Dog,Teddy,Plucky Liege,Rose Leaves,Ballot,Colonial,Two Bob,The Porter,Sweep,Ballet Girl,Blessings,Chicle,Mission Bells,アマゾンウオリアー,Khaled,Hyperion,Gainsborough,Bayardo,Rosedrop,Selene,Chaucer,Serenissima,Eclair,Ethnarch,The Tetrarch,Karenza,Black Ray,Black Jester,Lady Brilliant,War Betsy,War Relic,Man o'War,Fair Play,Mahubah,Friar's Carse,Friar Rock,Problem,Betsy Ross,Mahmoud,Blenheim,Mah Mahal,Celerina,Teddy,Diavolezza
グランドオープン,グランドオープン,1,サンデーサイレンス,ヘイロー,Hail to Reason,Turn-to,Royal Charger,Source Sucree,Nothirdchance,Blue Swords,Galla Colors,Cosmah,Cosmic Bomb,Pharamond,Banish Fear,Almahmoud,Mahmoud,Arbitrator,Wishing Well,アンダースタンディング,Promised Land,Palestinian,Mahmoudess,Pretty Ways,Stymie,Pretty Jo,Mountain Flower,Montparnasse,Gulf Stream,Mignon,Edelweiss,Hillary,Dowager,ジーナロマンティカ,セクレト,Northern Dancer,Nearctic,Nearco,Lady Angela,Natalma,Native Dancer,Almahmoud,Betty's Secret,セクレタリアト,Bold Ruler,Somethingroyal,Betty Loraine,Prince John,Gay Hostess,Waya,Faraway Son,Ambiopoise,Ambiorix,Bull Poise,Locust Time,Spy Song,Snow Goose,War Path,Blue Prince,Princequillo,Blue Denim,Alyxia,Alycidon,Gold Lily
グリニッジサイフ,グリニッジサイフ,1,サザンヘイロー,ヘイロー,Hail to Reason,Turn-to,Royal Charger,Source Sucree,Nothirdchance,Blue Swords,Galla Colors,Cosmah,Cosmic Bomb,Pharamond,Banish Fear,Almahmoud,Mahmoud,Arbitrator,Northern Sea,Northern Dancer,Nearctic,Nearco,Lady Angela,Natalma,Native Dancer,Almahmoud,Sea Saga,Sea-Bird,Dan Cupid,Sicalade,Shama,Bold Ruler,Lea Lark,Fairy Dancer,ニジンスキー,Northern Dancer,Nearctic,Nearco,Lady Angela,Natalma,Native Dancer,Almahmoud,Flaming Page,Bull Page,Bull Lea,Our Page,Flaring Top,Menow,Flaming Top,Fairy Bridge,Bold Reason,Hail to Reason,Turn-to,Nothirdchance,Lalun,Djeddah,Be Faithful,Special,フォルリ,Aristophanes,Trevisa,Thong,Nantallah,Rough Shod
グリフィスランナー,グリフィスランナー,1,Marju,ラストタイクーン,トライマイベスト,Northern Dancer,Nearctic,Natalma,Sex Appeal,Buckpasser,Best in Show,Mill Princess,ミルリーフ,Never Bend,Milan Mill,Irish Lass,Sayajirao,Scollata,Flame of Tara,アーティアス,Round Table,Princequillo,Knights Daughter,Stylish Pattern,My Babu,Sunset Gun,Welsh Flame,Welsh Pageant,Tudor Melody,Picture Light,Electric Flash,Crepello,Lightning,Hambye,ディスタントリラティヴ,ハビタット,Sir Gaylord,Turn-to,Somethingroyal,Little Hut,Occupy,Savage Beauty,Royal Sister,claude,Hornbeam,Aigue-Vive,Ribasha,Ribot,Natasha,Paglietta Gener,Final Straw,Thatch,フォルリ,Thong,Last Call,Klairon,Stage Fright,Miss Puddleduck,Mummy's Pet,Sing Sing,Money for Nothing,Goosie-Gantlet,ランザガントレット,Goosie
グリーンメーラー,グリーンメーラー,1,シングスピール,In the Wings,サドラーズウェルズ,Northern Dancer,Nearctic,Natalma,Fairy Bridge,Bold Reason,Special,High Hawk,シャーリーハイツ,ミルリーフ,Hardiemma,Sunbittern,シーホーク,Pantoufle,Glorious Song,ヘイロー,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Ballade,エルバジェ,Vandale,Flagette,Miss Swapsco,Cohoes,Soaring,Velvet Moon,シャーディー,ダンチヒ,Northern Dancer,Nearctic,Natalma,Pas de Nom,Admiral's Voyage,Petitioner,Unfurled,Hoist the Flag,トムロルフ,Wavy Navy,Lemon Souffle,Johns Joy,Miel,Park Special,Relkino,Relko,Tanerko,Relance,Pugnacity,Pampered King,Ballynulta,Balilla,Balidar,Will Somers,Violet Bank,Fighting,Aggressor,Pelting
グレイスプレスト,グレイスプレスト,1,アドマイヤカイザー,レインボウクエスト,ブラッシンググルーム,Red God,Nasrullah,Spring Run,Runaway Bride,Wild Risk,Aimee,I Will Follow,エルバジェ,Vandale,Flagette,Where You Lead,Raise a Native,Noblesse,Alexandrie,Val de l'Orne,Val de Loir,Vieux Manoir,Vali,Aglae,Armistice,Aglae Grace,Apachee,Sir Gaylord,Turn-to,Somethingroyal,Americaine,Cambremont,Alora,ファントムマインド,ウォーニング,ノウンファクト,インリアリティ,Intentionally,My Dear Girl,Tamerett,Tim Tam,Mixed Marriage,Slightly Dangerous,Roberto,Hail to Reason,Bramalea,Where You Lead,Raise a Native,Noblesse,キアモング,Majestic Light,マジェスティックプリンス,Raise a Native,Gay Hostess,Irradiate,Ribot,High Voltage,Free to Fly,Stevward,Nashua,Sherry Jen,Dancing Lark,Native Dancer,Say Blue
グレイフライト,グレイフライト,1,Mahmoud,Blenheim,Blandford,Swynford,John o'Gaunt,Canterbury Pilgrim,Blanche,White Eagle,Black Cherry,Malva,Charles O'Malley,Desmond,Goody Two-Shoes,Wild Arum,Robert Le Diable,Marliacea,Mah Mahal,Gainsborough,Bayardo,Bay Ronald,Galicia,Rosedrop,St. Frusquin,Rosaline,Mumtaz Mahal,The Tetrarch,Roi Herode,Vahren,Lady Josephine,Sundridge,Americus Girl,Planetoid,Ariel,Eternal,Sweep,Ben Brush,Pink Domino,Hazel Burke,Sempronius,Retained,Adana,Adam,Flying Fox,Amie,Mannie Himyar,Himyar,Mannie Gray,La Chica,Sweep,Ben Brush,Bramble,Roseville,Pink Domino,Domino,Belle Rose,La Grisette,Roi Herode,Le Samaritain,Roxelane,Miss Fiora,Melton,Fiona
グロウライト,グロウライト,1,エーピーインディ,シアトルスルー,Bold Reasoning,Boldnesian,Bold Ruler,Alanesian,Reason to Earn,Hail to Reason,Sailing Home,My Charmer,Poker,Round Table,Glamour,Fair Charmer,Jet Action,Myrtle Charm,Weekend Surprise,セクレタリアト,Bold Ruler,Nasrullah,Miss Disco,Somethingroyal,Princequillo,Imperatrice,Lassie Dear,Buckpasser,Tom Fool,Busanda,Gay Missile,Sir Gaylord,Missy Baba,Caerlina,カーリアン,ニジンスキー,Northern Dancer,Nearctic,Natalma,Flaming Page,Bull Page,Flaring Top,Foreseer,Round Table,Princequillo,Knights Daughter,Regal Gleam,Hail to Reason,Miz Carol,Dinalina,トップヴィル,ハイトップ,Derring-Do,Camenae,Sega Ville,Charlottesville,La Sega,Shahinaaz,ヴェンチア,Relic,Rose o'Lynn,Cherry,Prince Bio,Baghicheh
グーフィーフッター,グーフィーフッター,1,ジャッジアンジェルーチ,Honest Pleasure,What a Pleasure,Bold Ruler,Nasrullah,Miss Disco,Grey Flight,Mahmoud,Planetoid,Tularia,Tulyar,Tehran,Neocracy,Suntop,Dastur,Sunny Mountain,Victorian Queen,Victoria Park,Chop Chop,Flares,Sceptical,Victoriana,Windfields,Iribelle,Willowfield,Stratus,ニンバス,Straight Offer,Willow Lake,Windfields,Compensate,ランフォアロージス,プレザントコロニー,ヒズマジェスティ,Ribot,Tenerani,Romanella,Flower Bowl,Alibhai,Flower Bed,Sun Colony,Sunrise Flight,Double Jay,Misty Morn,Colonia,Cockrullah,Nalga,ロージズフオアママ,Full Pocket,Olden Times,Relic,Djenne,Dearest Mommy,Summer Tan,Mommy Dear,Mesopotamia,Bagdad,Double Jay,Bazura,Step On,Nasrullah,Stepping Stone
ケアポート,ケアポート,1,Siphon,Itajara,Felicio,Shantung,Sicambre,Barley Corn,Fighting Edie,ガーサント,Edie Kelly,Apple Honey,Falkland,Right Royal,Argentina,Irish Song,Maki,Udaipur,Ebrea,Kublai Khan,Sideral,Seductor,Starling,Fantasista,Tatan,Fantasy,Resela,Svengali,Fort Napoleon,Tacy,Eridan,Maki,Urisca,Smoke Alert,Carson City,ミスタープロスペクター,Raise a Native,Native Dancer,Raise You,Gold Digger,Nashua,Sequence,Blushing Promise,ブラッシンググルーム,Red God,Runaway Bride,Summertime Promise,ニジンスキー,Prides Promise,Fire Alarm,セクレタリアト,Bold Ruler,Nasrullah,Miss Disco,Somethingroyal,Princequillo,Imperatrice,Icy Jennifer,アイスカペイド,Nearctic,Shenanigans,I Got My Reasons,フォルリ,Reasonably
コイノヒナギク,コイノヒナギク,1,ティッカネン,コジーン,カロ,フォルティノ,Grey Sovereign,Ranavalo,Chambord,Chamossaire,Life Hill,Ride the Trails,Prince John,Princequillo,Not Afraid,Wildwook,Sir Gaylord,Blue Canoe,Reiko,ターゴワイス,Round Table,Princequillo,Knights Daughter,Matriarch,Bold Ruler,Lyceum,Beronaire,リベロ,Ribot,Libra,ノーラツク,Lucky Debonair,No Teasing,オンワードシェーン,ミスターシービー,トウショウボーイ,テスコボーイ,Princely Gift,Suncourt,ソシアルバターフライ,Your Host,Wisteria,シービークイン,トピオ,Fine Top,Deliriosa,メイドウ,アドミラルバード,メイワ,オンワードシエレル,ノーザンテースト,Northern Dancer,Nearctic,Natalma,Lady Victoria,Victoria Park,Lady Angela,スズ,On Your Mark,Restless Wind,Super Scope,Sylvan Wood,Red God,Diana D.
コイノワルツ,コイノワルツ,1,ヘネシー,ストームキャット,Storm Bird,Northern Dancer,Nearctic,Natalma,South Ocean,New Providence,Shining Sun,Terlingua,セクレタリアト,Bold Ruler,Somethingroyal,Crimson Saint,Crimson Satan,Bolero Rose,Island Kitty,ハワイ,Utrillo,Toulouse Lautrec,Urbinella,Ethane,Mehrali,Ethyl,T.C. Kitten,Tom Cat,Tom Fool,Jazz Baby,Needlebug,Needles,Flynet,Kirt's Pride,Kirtling,グランディ,Great Nephew,Honeyway,Sybil's Niece,Word from Lundy,Worden,Lundy Princess,Silky,ニジンスキー,Northern Dancer,Flaming Page,Close Up,Nearula,Horama,Satan's Pride,Crimson Satan,Spy Song,Balladier,Mata Hari,Papila,Requiebro,Papalona,Autumn Pride,Kentucky Pride,Bull Lea,Blue Delight,Fallaha,Sayani,Madame Patrol
ココナッツガール,ココナッツガール,1,エルコンドルパサー,キングマンボ,ミスタープロスペクター,Raise a Native,Native Dancer,Raise You,Gold Digger,Nashua,Sequence,Miesque,ヌレイエフ,Northern Dancer,Special,Pasadoble,Prove Out,Santa Quilla,サドラーズギャル,サドラーズウェルズ,Northern Dancer,Nearctic,Natalma,Fairy Bridge,Bold Reason,Special,Glenveagh,シアトルスルー,Bold Reasoning,My Charmer,Lisadell,フォルリ,Thong,アイリッシュダンス,トニービン,カンパラ,カラムーン,ゼダーン,Khairunissa,State Pension,オンリーフォアライフ,Lorelei,Severn Bridge,Hornbeam,Hyperion,Thicket,Priddy Fair,Preciptic,Campanette,ビユーパーダンス,リファール,Northern Dancer,Nearctic,Natalma,Goofed,Court Martial,Barra,My Bupers,Bupers,Double Jay,Busanda,Princess Revoked,Revoked,Miss Muffet
コスミックレイン,コスミックレイン,1,マキャベリアン,ミスタープロスペクター,Raise a Native,Native Dancer,Mahmoud,Geisha,Raise You,Case Ace,Lady Glory,Gold Digger,Nashua,Nasrullah,Segula,Sequence,Count Fleet,Miss Dogwood,Coup de Folie,ヘイロー,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Raise the Standard,Hoist the Flag,トムロルフ,Wavy Navy,Natalma,Native Dancer,Almahmoud,Sonic Lady,ヌレイエフ,Northern Dancer,Nearctic,Nearco,Lady Angela,Natalma,Native Dancer,Almahmoud,Special,フォルリ,Aristophanes,Trevisa,Thong,Nantallah,Rough Shod,Stumped,Owen Anthony,Proud Chieftain,Persian Gulf,Bride Elect,Oweninny,Arctic Star,Trial Story,Luckhurst,バステッド,Crepello,Sans le Sou,Lucasland,Lucero,Lavant
コスモスキュート,コスモスキュート,1,フェアジャッジメント,アレッジド,Hoist the Flag,トムロルフ,Ribot,Pocahontas,Wavy Navy,War Admiral,Triomphe,Princess Pout,Prince John,Princequillo,Not Afraid,Determined Lady,Determine,Tumbling,Mystical Mood,Roberto,Hail to Reason,Turn-to,Nothirdchance,Bramalea,Nashua,Rarelea,Mystery Mood,Night Invader,Misty Flight,Double Sun,Moaning Low,Loser Weeper,In the Van,ノーザンフエロー,ノーザンアンサー,Northern Dancer,Nearctic,Nearco,Lady Angela,Natalma,Native Dancer,Almahmoud,Windy Answer,Windfields,Bunty Lawless,Nandi,Reply,Teddy Wrack,Alaris,エリモローズ,チャイナロック,Rockefella,Hyperion,Rockfel,May Wong,Rustom Pasha,Wezzan,マーヴエラス,プリメロ,Blandford,Athasi,オーマツカゼ,ダイオライト,第参アストラル
コバルトフォルテ,コバルトフォルテ,1,レッドランサム,Roberto,Hail to Reason,Turn-to,Royal Charger,Source Sucree,Nothirdchance,Blue Swords,Galla Colors,Bramalea,Nashua,Nasrullah,Segula,Rarelea,Bull Lea,Bleebok,アラビア２,Damascus,Sword Dancer,Sunglow,Highland Fling,Kerala,My Babu,Blade of Time,Christmas Wind,Nearctic,Nearco,Lady Angela,Bally Free,Ballymoss,Fair Freedom,ノベンバーサンライズ,ダンチヒ,Northern Dancer,Nearctic,Nearco,Lady Angela,Natalma,Native Dancer,Almahmoud,Pas de Nom,Admiral's Voyage,Crafty Admiral,Olympia Lou,Petitioner,Petition,Steady Aim,Timely Roman,Sette Bello,Ribot,Tenerani,Romanella,Honor Bound,Bull Dog,Anchors Ahead,Timely Tammy,Tim Tam,Tom Fool,Two Lea,Home by Dark,Hill Prince,Sunday Evening
コンディションアイ,コンディションアイ,1,スマートファルコン,ゴールドアリュール,サンデーサイレンス,ヘイロー,Hail to Reason,Cosmah,Wishing Well,アンダースタンディング,Mountain Flower,ラブコネクション,ヌレイエフ,Northern Dancer,Special,Reluctant Guest,Hostage,Vaguely Royal,ケイシュウハーブ,ミシシッピアン,ヴェイグリーノーブル,ヴィエナ,Noble Lassie,Gazala,Dark Star,Belle Angevine,キヨウエイシラユキ,クラウンドプリンス,Raise a Native,Gay Hostess,アリアーン,シルバーシャーク,Nucciolina,ルナアリス,ミホノブルボン,マグニテュード,ミルリーフ,Never Bend,Milan Mill,Altesse Royale,セントクレスピン,Bleu Azur,カツミエコー,シャレー,リュティエ,Christiana,ハイフレーム,ユアハイネス,カミヤマト,ニットウドリーム,ミホシンザン,シンザン,ヒンドスタン,ハヤノボリ,ナポリジヨオー,ムーティエ,タイタイ,ニツトウローズ,グッドリー,スノッブ,アリゼツタ,マーシユメドウ,Grey Sovereign,May Meadow
コールマイナンバー,コールマイナンバー,1,ヘクタープロテクター,ウッドマン,ミスタープロスペクター,Raise a Native,Native Dancer,Raise You,Gold Digger,Nashua,Sequence,プレイメイト,Buckpasser,Tom Fool,Busanda,Intriguing,Swaps,Glamour,Korveya,リヴァーマン,Never Bend,Nasrullah,Lalun,River Lady,Prince John,Nile Lily,Konafa,Damascus,Sword Dancer,Kerala,Royal Statute,Northern Dancer,Queen's Statute,プリンセスデリーデ,ヴェイグリーノーブル,ヴィエナ,Aureole,Hyperion,Angelola,Turkish Blood,Turkhan,Rusk,Noble Lassie,Nearco,Pharos,Nogara,Belle Sauvage,Big Game,Tropical Sun,Flashy,サーアイヴァー,Sir Gaylord,Turn-to,Somethingroyal,Attica,Mr.Trouble,Athenia,Sovereign,Pardao,Pardal,Three Weeks,Urshalim,Nasrullah,Horama
サクラクレアー,サクラクレアー,1,ノーザンテースト,Northern Dancer,Nearctic,Nearco,Pharos,Nogara,Lady Angela,Hyperion,Sister Sarah,Natalma,Native Dancer,Mahmoud,Geisha,Almahmoud,Mahmoud,Arbitrator,Lady Victoria,Victoria Park,Chop Chop,Flares,Sceptical,Victoriana,Windfields,Iribelle,Lady Angela,Hyperion,Gainsborough,Selene,Sister Sarah,Abbots Trace,Sarita,クレアーブリツジ,Quadrangle,Cohoes,Mahmoud,Blenheim,Mah Mahal,Belle of Troy,Blue Larkspur,La Troienne,Tap Day,Bull Lea,Bull Dog,Rose Leaves,Scurry,Diavolo,Slapdash,Abeyance Lass,Ambiorix,Tourbillon,Ksar,Durban,Lavendula,Pharos,Sweet Lavender,Vulcania,Some Chance,Chance Play,Some Pomp,Vagrancy,Sir Gallahad,Valkyr
サドラーズギャル,サドラーズギャル,1,サドラーズウェルズ,Northern Dancer,Nearctic,Nearco,Pharos,Nogara,Lady Angela,Hyperion,Sister Sarah,Natalma,Native Dancer,Mahmoud,Geisha,Almahmoud,Mahmoud,Arbitrator,Fairy Bridge,Bold Reason,Hail to Reason,Turn-to,Nothirdchance,Lalun,Djeddah,Be Faithful,Special,フォルリ,Aristophanes,Trevisa,Thong,Nantallah,Rough Shod,Glenveagh,シアトルスルー,Bold Reasoning,Boldnesian,Bold Ruler,Alanesian,Reason to Earn,Hail to Reason,Sailing Home,My Charmer,Poker,Round Table,Glamour,Fair Charmer,Jet Action,Myrtle Charm,Lisadell,フォルリ,Aristophanes,Hyperion,Commotion,Trevisa,Advocate,Veneta,Thong,Nantallah,Nasrullah,Shimmer,Rough Shod,Gold Bridge,Dalmary
サフメルディ,サフメルディ,1,ドラマティックビッド,Crimson Satan,Spy Song,Balladier,Black Toney,Blue Warbler,Mata Hari,Peter Hastings,War Woman,Papila,Requiebro,Re-echo,Trepadora,Papalona,Papanatas,Tarumba,Spectacular,Promised Land,Palestinian,Sun Again,Dolly Whisk,Mahmoudess,Mahmoud,Forever Yours,Stop on Red,To Market,Market Wise,Pretty Does,Danger Ahead,Head Play,Lady Beware,ダイアナソロン,パーソロン,Milesian,My Babu,Djebel,Perfume,Oatflake,Coup de Lyon,Avena,Paleo,Pharis,Pharos,Carissima,Calonice,Abjer,Coronis,ベゴニヤ,ヒカルタカイ,リンボー,War Admiral,Boojie,ホマレタカイ,ハクリョウ,シマノオー,オカクモ,ライジングフレーム,The Phoenix,Admirable,丘高,セフト,月丘
サマーハピネス,サマーハピネス,1,アグネスタキオン,サンデーサイレンス,ヘイロー,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,アンダースタンディング,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,アグネスフローラ,ロイヤルスキー,Raja Baba,Bold Ruler,Missy Baba,Coz o'Nijinsky,Involvement,Gleam,アグネスレデイー,リマンド,アルサイド,Admonish,イコマエイカン,Sallymount,ヘザーランズ,ペディグリフェイス,アフリート,ミスタープロスペクター,Raise a Native,Native Dancer,Raise You,Gold Digger,Nashua,Sequence,Polite Lady,Venetian Jester,Tom Fool,Venice,Friendly Ways,Green Ticket,Ways to Learn,モルゲンロート,マルゼンスキー,ニジンスキー,Northern Dancer,Flaming Page,シル,Buckpasser,Quill,サンライトリバー,ダストコマンダー,Bold Commander,Dust Storm,サンパス,ムーティエ,健宝
サマーハレーション,サマーハレーション,1,サンデーサイレンス,ヘイロー,Hail to Reason,Turn-to,Royal Charger,Source Sucree,Nothirdchance,Blue Swords,Galla Colors,Cosmah,Cosmic Bomb,Pharamond,Banish Fear,Almahmoud,Mahmoud,Arbitrator,Wishing Well,アンダースタンディング,Promised Land,Palestinian,Mahmoudess,Pretty Ways,Stymie,Pretty Jo,Mountain Flower,Montparnasse,Gulf Stream,Mignon,Edelweiss,Hillary,Dowager,スターバレリーナ,Risen Star,セクレタリアト,Bold Ruler,Nasrullah,Miss Disco,Somethingroyal,Princequillo,Imperatrice,Ribbon,ヒズマジェスティ,Ribot,Flower Bowl,Break Through,Hail to Reason,Quaheri,ベリアーニ,ヌレイエフ,Northern Dancer,Nearctic,Natalma,Special,フォルリ,Thong,Eleven Pleasures,What a Pleasure,Bold Ruler,Grey Flight,Eleven Keys,Royal Union,Aphrodite
サルサラッテ,サルサラッテ,1,デヴィルズバッグ,ヘイロー,Hail to Reason,Turn-to,Royal Charger,Source Sucree,Nothirdchance,Blue Swords,Galla Colors,Cosmah,Cosmic Bomb,Pharamond,Banish Fear,Almahmoud,Mahmoud,Arbitrator,Ballade,エルバジェ,Vandale,Plassy,Vanille,Flagette,Escamillo,Fidgette,Miss Swapsco,Cohoes,Mahmoud,Belle of Troy,Soaring,Swaps,Skylarking,Final Accord,D'Accord,セクレタリアト,Bold Ruler,Nasrullah,Miss Disco,Somethingroyal,Princequillo,Imperatrice,Fanfreluche,Northern Dancer,Nearctic,Natalma,Ciboulette,Chop Chop,Windy Answer,Adelaide's Lament,Mr.Leader,Hail to Reason,Turn-to,Nothirdchance,Jolie Deja,Djeddah,Bellesoeur,Warfingers,Warfare,Determine,War Whisk,Three Fingers,One Count,Wee Nip
サンセットマイヤ,サンセットマイヤ,1,ピルサドスキー,Polish Precedent,ダンチヒ,Northern Dancer,Nearctic,Natalma,Pas de Nom,Admiral's Voyage,Petitioner,Past Example,Buckpasser,Tom Fool,Busanda,Bold Example,ボールドラッド,Lady Be Good,Cocotte,トロイ,ペティンゴ,Petition,Alcazar,La Milo,Hornbeam,Pin Prick,Gay Milly,ミルリーフ,Never Bend,Milan Mill,Gaily,Sir Gaylord,Spearfish,スエヒロジョウオー,トウショウペガサス,ダンディルート,リュティエ,Klairon,Flute Enchantee,Dentrelic,プルーデント,Relict,ソシアルトウシヨウ,ヴェンチア,Relic,Rose o'Lynn,ソシアルバターフライ,Your Host,Wisteria,イセスズカ,マルゼンスキー,ニジンスキー,Northern Dancer,Flaming Page,シル,Buckpasser,Quill,サリユウエイシヨン,インファチュエイション,Nearco,Allure,ミスヤマナカ,トサミドリ,ミスイエリユウ
サンドピアリス,サンドピアリス,1,ハイセイコー,チャイナロック,Rockefella,Hyperion,Gainsborough,Selene,Rockfel,Felstead,Rockliffe,May Wong,Rustom Pasha,Son-in-Law,Cos,Wezzan,Friar Marcus,Woodsprite,ハイユウ,カリム,Nearco,Pharos,Nogara,Skylarking,Mirza,Jennie,ダルモーガン,Beau Son,Beau Pere,Banita,Reticent,Hua,Timid,イエンライト,イエラパ,Mossborough,Nearco,Pharos,Nogara,All Moonshine,Bobsleigh,Selene,Your Point,Nirgal,Goya,Castillane,Your Game,Beau Pere,Winkle,テツザンヒメ,ゲイタイム,Rockefella,Hyperion,Rockfel,Daring Miss,Felicitation,Venturesome,ウエーライト,ハロウェー,Fairway,Rosy Legend,グリンライト,ダイオライト,栄幟
サンドメノアオゾラ,サンドメノアオゾラ,1,アルムタワケル,マキャベリアン,ミスタープロスペクター,Raise a Native,Native Dancer,Raise You,Gold Digger,Nashua,Sequence,Coup de Folie,ヘイロー,Hail to Reason,Cosmah,Raise the Standard,Hoist the Flag,Natalma,Elfaslah,グリーンデザート,ダンチヒ,Northern Dancer,Pas de Nom,Foreign Courier,サーアイヴァー,Courtly Dee,Fair of the Furze,Ela-Mana-Mou,ピットカーン,Rose Bertin,Autocratic,Tyrant,Flight Table,Ribblesdale,Northern Park,Northern Dancer,Nearctic,Nearco,Lady Angela,Natalma,Native Dancer,Almahmoud,Mrs. Penny,Great Nephew,Honeyway,Sybil's Niece,Tananarive,Le Fabuleux,Ten Double,Tarib,ハビタット,Sir Gaylord,Turn-to,Somethingroyal,Little Hut,Occupy,Savage Beauty,Red Coral,Red God,Nasrullah,Spring Run,Meme Chose,On-and-On,Giggles
サンバカフェ,サンバカフェ,1,ハンセル,ウッドマン,ミスタープロスペクター,Raise a Native,Native Dancer,Raise You,Gold Digger,Nashua,Sequence,プレイメイト,Buckpasser,Tom Fool,Busanda,Intriguing,Swaps,Glamour,Count On Bonnie,Dancing Count,Northern Dancer,Nearctic,Natalma,Snow Court,キングスベンチ,Snow Cloud,Buena Notte,Victoria Park,Chop Chop,Victoriana,Midinette,Tantieme,Milonga,カルメンシータ,ワイズカウンセラー,アレッジド,Hoist the Flag,トムロルフ,Wavy Navy,Princess Pout,Prince John,Determined Lady,Quarrel,Raise a Native,Native Dancer,Raise You,Rhubarb,Barbizon,Judy Rullah,グロウデイク,ディクタス,Sanctus,Fine Top,Sanelta,Doronic,Worden,Dulzetta,シンラツキー,シンザン,ヒンドスタン,ハヤノボリ,タジマラツキー,ロイヤルステイング,タジマ
サンビスタ,サンビスタ,1,スズカマンボ,サンデーサイレンス,ヘイロー,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,アンダースタンディング,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,スプリングマンボ,キングマンボ,ミスタープロスペクター,Raise a Native,Gold Digger,Miesque,ヌレイエフ,Pasadoble,キーフライヤー,ニジンスキー,Northern Dancer,Flaming Page,Key Partner,キートゥザミント,Native Partner,ティアエスポワール,ミシル,ミスワキ,ミスタープロスペクター,Raise a Native,Gold Digger,Hopespringseternal,Buckpasser,Rose Bower,April Edge,The Axe,Mahmoud,Blackball,April Bloom,Bold Lad,April Gold,イエローブルーム,パークリージェント,Vice Regent,Northern Dancer,Victoria Regina,Miss Attractive,Victoria Park,Nice Princess,グランドリーム,トウショウボーイ,テスコボーイ,ソシアルバターフライ,エリモルーシー,Never Say Die,ルーシーロケツト
サーフィンサンデイ,サーフィンサンデイ,1,タバスコキャット,ストームキャット,Storm Bird,Northern Dancer,Nearctic,Natalma,South Ocean,New Providence,Shining Sun,Terlingua,セクレタリアト,Bold Ruler,Somethingroyal,Crimson Saint,Crimson Satan,Bolero Rose,Barbicue Sauce,Sauce Boat,キートゥザミント,グロースターク,Key Bridge,Missy Baba,My Babu,Uvira,Lady Barbizon,Barbizon,Mahmoud,Good Blood,Cancelada,Nigromante,Caninha,ノーザンソーラー,Northern Dancer,Nearctic,Nearco,Pharos,Nogara,Lady Angela,Hyperion,Sister Sarah,Natalma,Native Dancer,Mahmoud,Geisha,Almahmoud,Mahmoud,Arbitrator,Solar,ヘイロー,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Sex Appeal,Buckpasser,Tom Fool,Busanda,Best in Show,Traffic Judge,Stolen Hour
シアンフェリア,シアンフェリア,1,ファストタテヤマ,ダンスインザダーク,サンデーサイレンス,ヘイロー,Hail to Reason,Cosmah,Wishing Well,アンダースタンディング,Mountain Flower,ダンシングキイ,ニジンスキー,Northern Dancer,Flaming Page,Key Partner,キートゥザミント,Native Partner,メインゲスト,ターゴワイス,Round Table,Princequillo,Knights Daughter,Matriarch,Bold Ruler,Lyceum,ダイナアンバー,ノーザンテースト,Northern Dancer,Lady Victoria,クリアアンバー,Ambiopoise,One Clear Call,フィールドリバー,サンデーサイレンス,ヘイロー,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,アンダースタンディング,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,オースミシャイン,シンボリルドルフ,パーソロン,Milesian,Paleo,スイートルナ,スピードシンボリ,ダンスタイム,コランデアガール,ネヴァービート,Never Say Die,Bride Elect,ヤヨイカマダ,チャイナロック,コランデイア
