アーツアンドレターズ,アーツアンドレターズ,0,Ribot,Tenerani,Bellini,Cavaliere d'Arpino,Havresac,Chuette,Bella Minna,Bachelor's Double,Santa Minna,Tofanella,Apelle,Sardanapale,Angelina,Try Try Again,Gylgad,Perseverance,Romanella,El Greco,Pharos,Phalaris,Scapa Flow,Gay Gamp,Gay Crusader,Parasol,Barbara Burrini,Papyrus,Tracery,Miss Matty,Bucolic,Buchan,Volcanic,All Beautiful,Battlefield,War Relic,Man o'War,Fair Play,Mahubah,Friar's Carse,Friar Rock,Problem,Dark Display,Display,Fair Play,Cicuta,Dark Loveliness,Traumer,Sunny Love,Parlo,Heliopolis,Hyperion,Gainsborough,Selene,Drift,Swynford,Santa Cruz,Fairy Palace,Pilate,Friar Rock,Herodias,Star Fairy,The Satrap,Fair Star
ウワラバッ,ウワラバッ,0,Holy Bull,Great Above,Minnesota Mac,Rough'n Tumble,Free for All,Roused,Cow Girl,Mustang,Ate,Ta Wee,Intentionally,Intent,My Recipe,Aspidistra,Better Self,Tilly Rose,Sharon Brown,Al Hattab,The Axe,Mahmoud,Blackball,Abyssinia,Abernant,Serengeti,Agathea's Dawn,Grey Dawn,エルバジェ,Polamia,Agathea,I Will,Alxanth,ベガ,トニービン,カンパラ,カラムーン,ゼダーン,Khairunissa,State Pension,オンリーフォアライフ,Lorelei,Severn Bridge,Hornbeam,Hyperion,Thicket,Priddy Fair,Preciptic,Campanette,アンテイツクヴアリユー,Northern Dancer,Nearctic,Nearco,Lady Angela,Natalma,Native Dancer,Almahmoud,Moonscape,Tom Fool,Menow,Gaga,Brazen,Bold Ruler,Amoret
ウンガロ,ウンガロ,0,Goofalik,リファール,Northern Dancer,Nearctic,Nearco,Lady Angela,Natalma,Native Dancer,Almahmoud,Goofed,Court Martial,Fair Trial,Instantaneous,Barra,Formor,La Favorite,Alik,ターゴワイス,Round Table,Princequillo,Knights Daughter,Matriarch,Bold Ruler,Lyceum,Kaliopi,Klairon,Clarion,Kalmia,Botany Bay,East Side,Black Brook,Ustina,Star Appeal,appiani,エルバジェ,Vandale,Flagette,Angela Rucellai,Rockefella,Aristareta,Sterna,Neckar,Ticino,Nixe,Stammesart,Alchimist,Stammesfahne,Unwetter,Waldcanter,Caran d'Ache,Zliten,Circignana,Wappenau,Abendfrieden,Waffenart,Union,Orator,Athanasius,Osmunda,Ungewitter,Wahnfried,Unverzagt
エアシェイディ,エアシェイディ,0,サンデーサイレンス,ヘイロー,Hail to Reason,Turn-to,Royal Charger,Source Sucree,Nothirdchance,Blue Swords,Galla Colors,Cosmah,Cosmic Bomb,Pharamond,Banish Fear,Almahmoud,Mahmoud,Arbitrator,Wishing Well,アンダースタンディング,Promised Land,Palestinian,Mahmoudess,Pretty Ways,Stymie,Pretty Jo,Mountain Flower,Montparnasse,Gulf Stream,Mignon,Edelweiss,Hillary,Dowager,エアデジャヴー,ノーザンテースト,Northern Dancer,Nearctic,Nearco,Lady Angela,Natalma,Native Dancer,Almahmoud,Lady Victoria,Victoria Park,Chop Chop,Victoriana,Lady Angela,Hyperion,Sister Sarah,アイドリームドアドリーム,Well Decorated,Raja Baba,Bold Ruler,Missy Baba,Paris Breeze,マジェスティックプリンス,Tudor Jet,Hidden Trail,Gleaming,エルバジェ,A Gleam,Tobacco Trail,Ribot,On the Trail
エアジハード,エアジハード,0,サクラユタカオー,テスコボーイ,Princely Gift,Nasrullah,Nearco,Mumtaz Begum,Blue Gem,Blue Peter,Sparkle,Suncourt,Hyperion,Gainsborough,Selene,Inquisition,Dastur,Jury,アンジエリカ,ネヴァービート,Never Say Die,Nasrullah,Singing Grass,Bride Elect,Big Game,Netherton Maid,スターハイネス,ユアハイネス,Chamossaire,Lady Grand,スターロツチ,ハロウェー,コロナ,アイシーゴーグル,ロイヤルスキー,Raja Baba,Bold Ruler,Nasrullah,Miss Disco,Missy Baba,My Babu,Uvira,Coz o'Nijinsky,Involvement,Intent,Lea Lane,Gleam,Tournoi,Flaring Top,シヤダイアイバー,ノーザンテースト,Northern Dancer,Nearctic,Natalma,Lady Victoria,Victoria Park,Lady Angela,サワーオレンジ,Delta Judge,Traffic Judge,Beautillion,Lady Attica,Spy Song,Attica
エアシャカール,エアシャカール,0,サンデーサイレンス,ヘイロー,Hail to Reason,Turn-to,Royal Charger,Source Sucree,Nothirdchance,Blue Swords,Galla Colors,Cosmah,Cosmic Bomb,Pharamond,Banish Fear,Almahmoud,Mahmoud,Arbitrator,Wishing Well,アンダースタンディング,Promised Land,Palestinian,Mahmoudess,Pretty Ways,Stymie,Pretty Jo,Mountain Flower,Montparnasse,Gulf Stream,Mignon,Edelweiss,Hillary,Dowager,アイドリームドアドリーム,Well Decorated,Raja Baba,Bold Ruler,Nasrullah,Miss Disco,Missy Baba,My Babu,Uvira,Paris Breeze,マジェスティックプリンス,Raise a Native,Gay Hostess,Tudor Jet,Tudor Minstrel,Precious Lady,Hidden Trail,Gleaming,エルバジェ,Vandale,Flagette,A Gleam,Blenheim,Twilight Tear,Tobacco Trail,Ribot,Tenerani,Romanella,On the Trail,Olympia,Golden Trail
エアスピネル,エアスピネル,0,キングカメハメハ,キングマンボ,ミスタープロスペクター,Raise a Native,Native Dancer,Raise You,Gold Digger,Nashua,Sequence,Miesque,ヌレイエフ,Northern Dancer,Special,Pasadoble,Prove Out,Santa Quilla,マンファス,ラストタイクーン,トライマイベスト,Northern Dancer,Sex Appeal,Mill Princess,ミルリーフ,Irish Lass,Pilot Bird,Blakeney,Hethersett,Windmill Girl,The Dancer,グリーンダンサー,Khazaeen,エアメサイア,サンデーサイレンス,ヘイロー,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,アンダースタンディング,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,エアデジャヴー,ノーザンテースト,Northern Dancer,Nearctic,Natalma,Lady Victoria,Victoria Park,Lady Angela,アイドリームドアドリーム,Well Decorated,Raja Baba,Paris Breeze,Hidden Trail,Gleaming,Tobacco Trail
エアダブリン,エアダブリン,0,トニービン,カンパラ,カラムーン,ゼダーン,Grey Sovereign,Vareta,Khairunissa,Prince Bio,Palariva,State Pension,オンリーフォアライフ,Chanteur,Life Sentence,Lorelei,Prince Chevalier,Rock Goddess,Severn Bridge,Hornbeam,Hyperion,Gainsborough,Selene,Thicket,Nasrullah,Thorn Wood,Priddy Fair,Preciptic,Precipitation,Artistic,Campanette,Fair Trial,Calluna,ダンシングキイ,ニジンスキー,Northern Dancer,Nearctic,Nearco,Lady Angela,Natalma,Native Dancer,Almahmoud,Flaming Page,Bull Page,Bull Lea,Our Page,Flaring Top,Menow,Flaming Top,Key Partner,キートゥザミント,グロースターク,Ribot,Flower Bowl,Key Bridge,Princequillo,Blue Banner,Native Partner,Raise a Native,Native Dancer,Raise You,Dinner Partner,Tom Fool,Bluehaze
エイシンアポロン,エイシンアポロン,0,ジャイアンツコーズウェイ,ストームキャット,Storm Bird,Northern Dancer,Nearctic,Natalma,South Ocean,New Providence,Shining Sun,Terlingua,セクレタリアト,Bold Ruler,Somethingroyal,Crimson Saint,Crimson Satan,Bolero Rose,Mariah's Storm,ラーイ,ブラッシンググルーム,Red God,Runaway Bride,Glorious Song,ヘイロー,Ballade,イメンス,Roberto,Hail to Reason,Bramalea,Imsodear,Chieftain,Ironically,Silk And Scarlet,サドラーズウェルズ,Northern Dancer,Nearctic,Nearco,Lady Angela,Natalma,Native Dancer,Almahmoud,Fairy Bridge,Bold Reason,Hail to Reason,Lalun,Special,フォルリ,Thong,Danilova,リファール,Northern Dancer,Nearctic,Natalma,Goofed,Court Martial,Barra,Ballinderry,アイリッシュリヴァー,リヴァーマン,Irish Star,Miss Manon,ボンモー,Miss Molly
エイシンガイモン,エイシンガイモン,0,シアトルダンサー,ニジンスキー,Northern Dancer,Nearctic,Nearco,Lady Angela,Natalma,Native Dancer,Almahmoud,Flaming Page,Bull Page,Bull Lea,Our Page,Flaring Top,Menow,Flaming Top,My Charmer,Poker,Round Table,Princequillo,Knights Daughter,Glamour,Nasrullah,Striking,Fair Charmer,Jet Action,Jet Pilot,Busher,Myrtle Charm,Alsab,Crepe Myrtle,Meadow Mist,アイリッシュリヴァー,リヴァーマン,Never Bend,Nasrullah,Lalun,River Lady,Prince John,Nile Lily,Irish Star,Klairon,Clarion,Kalmia,Botany Bay,East Side,Black Brook,Champagne Cocktail,Roberto,Hail to Reason,Turn-to,Nothirdchance,Bramalea,Nashua,Rarelea,Bubbling Beauty,Hasty Road,Roman,Traffic Court,Almahmoud,Mahmoud,Arbitrator
エイシンヒカリ,エイシンヒカリ,0,ディープインパクト,サンデーサイレンス,ヘイロー,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,アンダースタンディング,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,ウインドインハーヘア,アルザオ,リファール,Northern Dancer,Goofed,Lady Rebecca,サーアイヴァー,Pocahontas,Burghclere,バステッド,Crepello,Sans le Sou,Highclere,Queen's Hussar,Highlight,キャタリナ,ストームキャット,Storm Bird,Northern Dancer,Nearctic,Natalma,South Ocean,New Providence,Shining Sun,Terlingua,セクレタリアト,Bold Ruler,Somethingroyal,Crimson Saint,Crimson Satan,Bolero Rose,Carolina Saga,カロ,フォルティノ,Grey Sovereign,Ranavalo,Chambord,Chamossaire,Life Hill,Key to the Saga,キートゥザミント,グロースターク,Key Bridge,Sea Saga,Sea-Bird,Shama
エイシンフラッシュ,エイシンフラッシュ,0,キングズベスト,キングマンボ,ミスタープロスペクター,Raise a Native,Native Dancer,Raise You,Gold Digger,Nashua,Sequence,Miesque,ヌレイエフ,Northern Dancer,Special,Pasadoble,Prove Out,Santa Quilla,Allegretta,Lombard,agio,Tantieme,Aralia,Promised Lady,Prince Chevalier,Belle Sauvage,Anatevka,Espresso,Acropolis,Babylon,Almyra,Birkhahn,Alameda,アマルテアソング,プラティニ,Surumu,Literat,Birkhahn,Lis,Surama,リライアンス,Suncourt,Prairie Darling,Stanford,Red God,Sweet Almond,Prairie Belle,Northfields,Prairie Beauty,Midnight Fever,Sure Blade,Kris,シャーペンアップ,Doubly Sure,Double Lock,Home Guard,St. Padina,Majoritat,Konigsstuhl,Dschingis Khan,Konigskronung,Monacchia,Bacchus,Monacensia
エイシンプレストン,エイシンプレストン,0,グリーンダンサー,ニジンスキー,Northern Dancer,Nearctic,Nearco,Lady Angela,Natalma,Native Dancer,Almahmoud,Flaming Page,Bull Page,Bull Lea,Our Page,Flaring Top,Menow,Flaming Top,Green Valley,Val de Loir,Vieux Manoir,Brantome,Vieille Maison,Vali,Sunny Boy,Her Slipper,Sly Pola,Spy Song,Balladier,Mata Hari,Ampola,Pavot,Blue Denim,Warranty Applied,Monteverdi,リファール,Northern Dancer,Nearctic,Natalma,Goofed,Court Martial,Barra,Janina,Match,Tantieme,Relance,Jennifer,Hyperion,Avena,Implied Warranty,Blood Royal,Ribot,Tenerani,Romanella,Natashka,Dedicate,Natasha,Garden Fresh,Better Self,Bimelech,Bee Mac,Rosy Fingered,Eight Thirty,Gun Play
エイシンワシントン,エイシンワシントン,0,オジジアン,Damascus,Sword Dancer,Sunglow,Sun Again,Rosern,Highland Fling,By Jimminy,Swing Time,Kerala,My Babu,Djebel,Perfume,Blade of Time,Sickle,Bar Nothing,Gonfalon,Francis S.,Royal Charger,Nearco,Sun Princess,Blue Eyed Momo,War Admiral,Big Event,Grand Splendor,Correlation,Free America,Braydore,Cequillo,Princequillo,Boldness,Shamaritan,Sham,Pretense,Endeavour,British Empire,Himalaya,Imitation,Hyperion,Flattery,Sequoia,Princequillo,Prince Rose,Cosquilla,The Squaw,Sickle,Minnewaska,La Griffe,Prince John,Princequillo,Prince Rose,Cosquilla,Not Afraid,Count Fleet,Banish Fear,Grafitti,グロースターク,Ribot,Flower Bowl,Fictitious,Abernant,Mermaid
エーシントップ,エーシントップ,0,Tale of the Cat,ストームキャット,Storm Bird,Northern Dancer,Nearctic,Natalma,South Ocean,New Providence,Shining Sun,Terlingua,セクレタリアト,Bold Ruler,Somethingroyal,Crimson Saint,Crimson Satan,Bolero Rose,Yarn,ミスタープロスペクター,Raise a Native,Native Dancer,Raise You,Gold Digger,Nashua,Sequence,Narrate,Honest Pleasure,What a Pleasure,Tularia,State,ニジンスキー,Monarchy,Ecology,アンブライドルズソング,Unbridled,ファピアノ,ミスタープロスペクター,Killaloe,Gana Facil,Le Fabuleux,Charedi,Trolley Song,カロ,フォルティノ,Chambord,Lucky Spell,Lucky Mel,Incantation,Gdansk's Honour,ダンチヒ,Northern Dancer,Nearctic,Natalma,Pas de Nom,Admiral's Voyage,Petitioner,Royal Honoree,Round Table,Princequillo,Knights Daughter,Matriarch,Bold Ruler,Lyceum
エーシンフォワード,エーシンフォワード,0,Forest Wildcat,ストームキャット,Storm Bird,Northern Dancer,Nearctic,Natalma,South Ocean,New Providence,Shining Sun,Terlingua,セクレタリアト,Bold Ruler,Somethingroyal,Crimson Saint,Crimson Satan,Bolero Rose,Victoria Beauty,Bold Native,Raise a Native,Native Dancer,Raise You,Spring Beauty,Sir Gallahad,Myrtlewood,Abifaith,Seaneen,Royal Charger,Tir an Oir,Sherry Jen,Sun Again,Quittance,Wake Up Kiss,Cure the Blues,Stop the Music,Hail to Reason,Turn-to,Nothirdchance,Bebopper,Tom Fool,Bebop,Quick Cure,ドクターフェイガー,Rough'n Tumble,Aspidistra,Speedwell,Bold Ruler,Imperatrice,Good Morning Smile,Morning Bob,ブラッシンググルーム,Red God,Runaway Bride,Guillotine Miss,The Axe,Fleet Treat,Charming Smile,Mac Diarmida,Minnesota Mac,Flying Tammie,Quiet Charm,Nearctic,Cequillo
エースオブハート,エースオブハート,0,Djakao,Tanerko,Tantieme,Deux Pour Cent,Deiri,Dix pour Cent,Terka,Indus,La Furka,La Divine,Fair Copy,Fairway,Composure,La Diva,Blue Skies,La Traviata,Diagonale,Ribot,Tenerani,Bellini,Tofanella,Romanella,El Greco,Barbara Burrini,Barley Corn,Hyperion,Gainsborough,Selene,Schiaparelli,Schiavoni,Aileen,Mysterious,Crepello,Donatello,Blenheim,Blandford,Malva,Delleana,Clarissimus,Duccia di Buoninsegna,Crepuscule,Mieuxce,Massine,L'Olivete,Red Sunset,Solario,Dulce,Hill Shade,Hillary,Khaled,Hyperion,Eclair,Snow Bunny,Boswell,La Rose,Penumbra,Imperium,Piping Rock,Imperatrice,Moonrise,Moonlight Run,Seventh Heaven
エースタナハシ,エースタナハシ,0,The Irish Lord,Bold Ruler,Nasrullah,Nearco,Pharos,Nogara,Mumtaz Begum,Blenheim,Mumtaz Mahal,Miss Disco,Discovery,Display,Ariadne,Outdone,Pompey,Sweep Out,Irish Jay,Double Jay,Balladier,Black Toney,Blue Warbler,Broomshot,Whisk Broom,Centre Shot,Irish Witch,Bold Irishman,Sir Gallahad,Erin,Witchlike,Diavolo,Romanesque,Sea Drone,Drone,Sir Gaylord,Turn-to,Royal Charger,Source Sucree,Somethingroyal,Princequillo,Imperatrice,Cap and Bells,Tom Fool,Menow,Gaga,Ghazni,Mahmoud,Sun Miss,Malaga,Charlottesville,Prince Chevalier,Prince Rose,Chevalerie,Noorani,Nearco,Empire Glory,Milonga,Arco,Singapore,Archidamia,Michela,Cranach,Michelozza
エーピーインディ,エーピーインディ,0,シアトルスルー,Bold Reasoning,Boldnesian,Bold Ruler,Nasrullah,Miss Disco,Alanesian,Mahmoud,Alablue,Reason to Earn,Hail to Reason,Turn-to,Nothirdchance,Sailing Home,Wait a Bit,Marching Home,My Charmer,Poker,Round Table,Princequillo,Knights Daughter,Glamour,Nasrullah,Striking,Fair Charmer,Jet Action,Jet Pilot,Busher,Myrtle Charm,Alsab,Crepe Myrtle,Weekend Surprise,セクレタリアト,Bold Ruler,Nasrullah,Nearco,Mumtaz Begum,Miss Disco,Discovery,Outdone,Somethingroyal,Princequillo,Prince Rose,Cosquilla,Imperatrice,Caruso,Cinquepace,Lassie Dear,Buckpasser,Tom Fool,Menow,Gaga,Busanda,War Admiral,Businesslike,Gay Missile,Sir Gaylord,Turn-to,Somethingroyal,Missy Baba,My Babu,Uvira
エクィアーノ,エクィアーノ,0,Acclamation,royal applause,ワージブ,トライマイベスト,Northern Dancer,Sex Appeal,Coryana,ササフラ,Rosolini,Flying Melody,Auction Ring,Bold Bidder,Hooplah,Whispering Star,サウンドトラック,Peggy West,Princess Athena,アホヌーラ,ロレンザッチオ,Klairon,Phoenissa,Helen Nichols,Martial,Quaker Girl,Shopping Wise,フロリバンダ,Princely Gift,Astrentia,Sea Melody,Tudor Minstrel,Cowes,Entente Cordiale,Ela-Mana-Mou,ピットカーン,ペティンゴ,Petition,Alcazar,Border Bounty,バウンティアス,B Flat,Rose Bertin,ハイハット,Hyperion,Madonna,Wide Awake,Major Portion,Wake Island,Mirmande,Kris,シャーペンアップ,エタン,Rocchetta,Doubly Sure,リライアンス,Soft Angels,Secala,セクレタリアト,Bold Ruler,Somethingroyal,Aladancer,Northern Dancer,Mock Orange
エクシードアンドエクセル,エクシードアンドエクセル,0,デインヒル,ダンチヒ,Northern Dancer,Nearctic,Nearco,Lady Angela,Natalma,Native Dancer,Almahmoud,Pas de Nom,Admiral's Voyage,Crafty Admiral,Olympia Lou,Petitioner,Petition,Steady Aim,Razyana,ヒズマジェスティ,Ribot,Tenerani,Romanella,Flower Bowl,Alibhai,Flower Bed,Spring Adieu,Buckpasser,Tom Fool,Busanda,Natalma,Native Dancer,Almahmoud,Patrona,Lomond,Northern Dancer,Nearctic,Nearco,Lady Angela,Natalma,Native Dancer,Almahmoud,My Charmer,Poker,Round Table,Glamour,Fair Charmer,Jet Action,Myrtle Charm,Gladiolus,watch your step,Citation,Bull Lea,Hydroplane,Stepwisely,Wise Counsellor,Stephanie,Back Britches,Carry Back,Saggy,Joppy,Foxbritches,Beau Gar,Fulgent
エクセレントアート,エクセレントアート,0,Pivotal,polar falcon,ヌレイエフ,Northern Dancer,Nearctic,Natalma,Special,フォルリ,Thong,Marie d'Argonne,jefferson,Charlottesville,Monticella,Mohair,Blue Tom,Imberline,Fearless Revival,コジーン,カロ,フォルティノ,Chambord,Ride the Trails,Prince John,Wildwook,Stufida,Bustino,バステッド,Ship Yard,Zerbinetta,Henry the Seventh,Yucatan,Obsessive,シーキングザゴールド,ミスタープロスペクター,Raise a Native,Native Dancer,Raise You,Gold Digger,Nashua,Sequence,Con Game,Buckpasser,Tom Fool,Busanda,Broadway,Hasty Road,Flitabout,Secret Obsession,セクレタリアト,Bold Ruler,Nasrullah,Miss Disco,Somethingroyal,Princequillo,Imperatrice,アンスチユアート,リファール,Northern Dancer,Goofed,Miss Carmie,T.V.Lark,Twice Over
エシェム,エシェム,0,Footstepsinthesand,ジャイアンツコーズウェイ,ストームキャット,Storm Bird,Northern Dancer,South Ocean,Terlingua,セクレタリアト,Crimson Saint,Mariah's Storm,ラーイ,ブラッシンググルーム,Glorious Song,イメンス,Roberto,Imsodear,Glatisant,レインボウクエスト,ブラッシンググルーム,Red God,Runaway Bride,I Will Follow,エルバジェ,Where You Lead,Dancing Rocks,グリーンダンサー,ニジンスキー,Green Valley,Croda Rossa,Grey Sovereign,Crenelle,Doohulla,ストラヴィンスキー,ヌレイエフ,Northern Dancer,Nearctic,Natalma,Special,フォルリ,Thong,Fire the Groom,ブラッシンググルーム,Red God,Runaway Bride,Prospector's Fire,ミスタープロスペクター,Native Street,Viva Zapata,Affirmed,Exclusive Native,Raise a Native,Exclusive,Won't Tell You,Crafty Admiral,Scarlet Ribbon,Viva Aviva,セクレタリアト,Bold Ruler,Somethingroyal,Viva la Vivi,Royal Note,Draego
エスケンデレヤ,エスケンデレヤ,0,ジャイアンツコーズウェイ,ストームキャット,Storm Bird,Northern Dancer,Nearctic,Natalma,South Ocean,New Providence,Shining Sun,Terlingua,セクレタリアト,Bold Ruler,Somethingroyal,Crimson Saint,Crimson Satan,Bolero Rose,Mariah's Storm,ラーイ,ブラッシンググルーム,Red God,Runaway Bride,Glorious Song,ヘイロー,Ballade,イメンス,Roberto,Hail to Reason,Bramalea,Imsodear,Chieftain,Ironically,Aldebaran Light,シアトルスルー,Bold Reasoning,Boldnesian,Bold Ruler,Alanesian,Reason to Earn,Hail to Reason,Sailing Home,My Charmer,Poker,Round Table,Glamour,Fair Charmer,Jet Action,Myrtle Charm,Altair,アリダー,Raise a Native,Native Dancer,Raise You,Sweet Tooth,On-and-On,Plum Cake,ステラーオデッセイ,Northern Dancer,Nearctic,Natalma,Queen Sucree,Ribot,Cosmah
エスポワールシチー,エスポワールシチー,0,ゴールドアリュール,サンデーサイレンス,ヘイロー,Hail to Reason,Turn-to,Nothirdchance,Cosmah,Cosmic Bomb,Almahmoud,Wishing Well,アンダースタンディング,Promised Land,Pretty Ways,Mountain Flower,Montparnasse,Edelweiss,ラブコネクション,ヌレイエフ,Northern Dancer,Nearctic,Natalma,Special,フォルリ,Thong,Reluctant Guest,Hostage,ニジンスキー,Entente,Vaguely Royal,ヴェイグリーノーブル,Shoshanna,エミネントシチー,ブライアンズタイム,Roberto,Hail to Reason,Turn-to,Nothirdchance,Bramalea,Nashua,Rarelea,Kelley's Day,グロースターク,Ribot,Flower Bowl,Golden Trail,Hasty Road,Sunny Vale,ヘップバーンシチー,ブレイヴェストローマン,Never Bend,Nasrullah,Lalun,Roman Song,Roman,Quiz Song,コンパルシチー,トラフィック,Traffic Judge,Capelet,リンネス,フィダルゴ,ジーゲリン
エピファネイア,エピファネイア,0,シンボリクリスエス,クリスエス,Roberto,Hail to Reason,Turn-to,Nothirdchance,Bramalea,Nashua,Rarelea,Sharp Queen,Princequillo,Prince Rose,Cosquilla,Bridgework,Occupy,Feale Bridge,Tee Kay,Gold Meridian,シアトルスルー,Bold Reasoning,My Charmer,Queen Louie,Crimson Satan,Reagent,Tri Argo,Tri Jet,Jester,Haze,Hail Proudly,Francis S.,Spanglet,シーザリオ,スペシャルウィーク,サンデーサイレンス,ヘイロー,Hail to Reason,Cosmah,Wishing Well,アンダースタンディング,Mountain Flower,キャンペンガール,マルゼンスキー,ニジンスキー,シル,レデイーシラオキ,セントクレスピン,ミスアシヤガワ,キロフプリミエール,サドラーズウェルズ,Northern Dancer,Nearctic,Natalma,Fairy Bridge,Bold Reason,Special,Querida,ハビタット,Sir Gaylord,Little Hut,Principia,Le Fabuleux,Pia
エピファネイア-覇走-,エピファネイア-覇走-,0,シンボリクリスエス,クリスエス,Roberto,Hail to Reason,Turn-to,Nothirdchance,Bramalea,Nashua,Rarelea,Sharp Queen,Princequillo,Prince Rose,Cosquilla,Bridgework,Occupy,Feale Bridge,Tee Kay,Gold Meridian,シアトルスルー,Bold Reasoning,My Charmer,Queen Louie,Crimson Satan,Reagent,Tri Argo,Tri Jet,Jester,Haze,Hail Proudly,Francis S.,Spanglet,シーザリオ,スペシャルウィーク,サンデーサイレンス,ヘイロー,Hail to Reason,Cosmah,Wishing Well,アンダースタンディング,Mountain Flower,キャンペンガール,マルゼンスキー,ニジンスキー,シル,レデイーシラオキ,セントクレスピン,ミスアシヤガワ,キロフプリミエール,サドラーズウェルズ,Northern Dancer,Nearctic,Natalma,Fairy Bridge,Bold Reason,Special,Querida,ハビタット,Sir Gaylord,Little Hut,Principia,Le Fabuleux,Pia
エフフォーリア-闘覇-,エフフォーリア-闘覇-,0,エピファネイア,シンボリクリスエス,クリスエス,Roberto,Hail to Reason,Bramalea,Sharp Queen,Princequillo,Bridgework,Tee Kay,Gold Meridian,シアトルスルー,Queen Louie,Tri Argo,Tri Jet,Hail Proudly,シーザリオ,スペシャルウィーク,サンデーサイレンス,ヘイロー,Wishing Well,キャンペンガール,マルゼンスキー,レデイーシラオキ,キロフプリミエール,サドラーズウェルズ,Northern Dancer,Fairy Bridge,Querida,ハビタット,Principia,ケイティーズハート,ハーツクライ,サンデーサイレンス,ヘイロー,Hail to Reason,Cosmah,Wishing Well,アンダースタンディング,Mountain Flower,アイリッシュダンス,トニービン,カンパラ,Severn Bridge,ビユーパーダンス,リファール,My Bupers,ケイティーズファースト,Kris,シャーペンアップ,エタン,Rocchetta,Doubly Sure,リライアンス,Soft Angels,Katies,ノノアルコ,Nearctic,Seximee,Mortefontaine,ポリック,Brabantia
エリモジョージ,エリモジョージ,0,セントクレスピン,Aureole,Hyperion,Gainsborough,Bayardo,Rosedrop,Selene,Chaucer,Serenissima,Angelola,Donatello,Blenheim,Delleana,Feola,Friar Marcus,Aloe,Neocracy,Nearco,Pharos,Phalaris,Scapa Flow,Nogara,Havresac,Catnip,Harina,Blandford,Swynford,Blanche,Athasi,Farasi,Athgreany,パツシングミドリ,ワラビー,Fast Fox,Fastnet,Pharos,Tatoule,Foxcraft,Foxhunter,Philomene,Wagging Tail,Tourbillon,Ksar,Durban,Foxtail,Foxhunter,Shrewd,グローリアス,セフト,Tetratema,The Tetrarch,Scotch Gift,Voleuse,Volta,Sun Worship,雪義,トウルヌソル,Gainsborough,Soliste,種義,ダイヤモンドウエツデイング,ビユーチフルドリーマー
エルヴストローム,エルヴストローム,0,デインヒル,ダンチヒ,Northern Dancer,Nearctic,Nearco,Lady Angela,Natalma,Native Dancer,Almahmoud,Pas de Nom,Admiral's Voyage,Crafty Admiral,Olympia Lou,Petitioner,Petition,Steady Aim,Razyana,ヒズマジェスティ,Ribot,Tenerani,Romanella,Flower Bowl,Alibhai,Flower Bed,Spring Adieu,Buckpasser,Tom Fool,Busanda,Natalma,Native Dancer,Almahmoud,Circles of Gold,Marscay,biscay,Star Kingdom,Stardust,Impromptu,Magic Symbol,Makarpura,Magic Wonder,Heart of Market,To Market,Market Wise,Pretty Does,Accroche Coeur,Beau Max,Wiles,Olympic Aim,Zamazaan,Exbury,Le Haar,Greensward,Toyama,Tulyar,Rose o'Lynn,Gold Vink,Gold Sovereign,Grey Sovereign,Swift Gold,Goudvink,Dogger Bank,Nola
エルグランセニョール,エルグランセニョール,0,Northern Dancer,Nearctic,Nearco,Pharos,Phalaris,Scapa Flow,Nogara,Havresac,Catnip,Lady Angela,Hyperion,Gainsborough,Selene,Sister Sarah,Abbots Trace,Sarita,Natalma,Native Dancer,Mahmoud,Unbreakable,Black Polly,Geisha,Discovery,Miyako,Almahmoud,Mahmoud,Blenheim,Mah Mahal,Arbitrator,Peace Chance,Mother Goose,Sex Appeal,Buckpasser,Tom Fool,Menow,Pharamond,Alcibiades,Gaga,Bull Dog,Alpoise,Busanda,War Admiral,Man o'War,Brushup,Businesslike,Blue Larkspur,La Troienne,Best in Show,Traffic Judge,Alibhai,Hyperion,Teresina,Traffic Court,Discovery,Traffic,Stolen Hour,Mr.Busher,War Admiral,Baby League,Late Date,Hourless,Herd Girl
エルコンドルパサー,エルコンドルパサー,0,キングマンボ,ミスタープロスペクター,Raise a Native,Native Dancer,Mahmoud,Geisha,Raise You,Case Ace,Lady Glory,Gold Digger,Nashua,Nasrullah,Segula,Sequence,Count Fleet,Miss Dogwood,Miesque,ヌレイエフ,Northern Dancer,Nearctic,Natalma,Special,フォルリ,Thong,Pasadoble,Prove Out,グロースターク,Equal Venture,Santa Quilla,Sanctus,Neriad,サドラーズギャル,サドラーズウェルズ,Northern Dancer,Nearctic,Nearco,Lady Angela,Natalma,Native Dancer,Almahmoud,Fairy Bridge,Bold Reason,Hail to Reason,Lalun,Special,フォルリ,Thong,Glenveagh,シアトルスルー,Bold Reasoning,Boldnesian,Reason to Earn,My Charmer,Poker,Fair Charmer,Lisadell,フォルリ,Aristophanes,Trevisa,Thong,Nantallah,Rough Shod
